City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,puerto cortez,15.8333,-87.95,30.11,59,2,1.13,HN,1704815094
364,kulhudhuffushi,6.6221,73.07,27.85,80,90,5.63,MV,1704815094
365,dixon,38.4455,-121.8233,10.15,91,100,3.09,US,1704815094
366,muana,-1.5283,-49.2167,31.77,56,75,3.76,BR,1704815094
367,ladario,-19.0047,-57.6017,36.05,59,40,2.06,BR,1704815095
368,guerrero negro,27.9769,-114.0611,11.73,36,65,2.02,MX,1704814893
369,santa terezinha,-29.9002,-50.0904,25.74,78,55,3.93,BR,1704815096
370,buka,40.8108,69.1986,10.8,50,100,2.16,UZ,1704815096
371,atherton,53.5237,-2.4935,4.67,74,6,1.79,GB,1704815097
372,tarrafal,15.2833,-23.7667,28.44,68,100,5.63,CV,1704815097
373,bela,25.9333,81.9833,15.89,47,5,3.73,IN,1704815097
374,asau,46.4333,26.4,-11.49,87,48,1.91,RO,1704815098
375,bubaque,11.2833,-15.8333,27.69,48,92,4.57,GW,1704815098
376,touros,-5.1989,-35.4608,31.29,56,43,6.08,BR,1704815098
377,prince rupert,54.3161,-130.3201,3.83,80,0,11.83,CA,1704814810
378,rimouski,48.4488,-68.524,-10.9,67,17,3.4,CA,1704815099
379,margherita,27.2833,95.6833,13.56,62,0,1.37,IN,1704815099
380,manadhoo,5.7667,73.3833,27.93,83,100,8.55,MV,1704815100
381,chudovo,59.1167,31.6833,-1.64,98,100,5.86,RU,1704815100
382,prado,-17.3411,-39.2208,28.35,74,98,5.04,BR,1704814958
383,adrar,20.5022,-10.0711,27.36,11,100,4.37,MR,1704815100
384,hadibu,12.65,54.0333,24.28,70,41,8.79,YE,1704815101
385,wau,7.7029,27.9953,31.07,18,90,1.76,SS,1704815105
386,ternate,0.8,127.4,27.34,80,47,2.67,ID,1704815110
387,neuhaus am rennweg,50.5106,11.1408,-6.11,60,0,3.54,DE,1704815112
388,rio grande,-32.035,-52.0986,29.06,59,11,3.66,BR,1704815112
389,qarazhal,48.0078,70.7903,-0.12,89,100,8.36,KZ,1704815116
390,porto novo,6.4965,2.6036,30.9,56,6,5.24,BJ,1704814824
391,mata-utu,-13.2816,-176.1745,27.9,77,68,1.93,WF,1704815117
392,cafayate,-26.073,-65.9761,27.66,58,60,5.2,AR,1704815117
393,nogliki,51.8333,143.1667,-27.59,99,73,2.24,RU,1704815118
394,kristiansund,63.1115,7.732,4.36,93,100,4.63,NO,1704815119
395,genhe,50.7833,121.5167,-27.54,100,100,0.89,CN,1704815119
396,isabela,6.7085,121.9711,25.93,85,99,0.68,PH,1704815120
397,tura,25.5198,90.2201,14.22,59,0,1.0,IN,1704815120
398,saint-francois,46.4154,3.9054,-0.31,81,100,1.03,FR,1704815120
399,hassa,36.7994,36.5178,11.56,73,90,2.51,TR,1704815121
400,rawson,-43.3002,-65.1023,21.47,25,2,10.54,AR,1704815121
401,yeed,4.55,43.0333,29.42,16,8,4.9,SO,1704815122
402,tanout,14.9709,8.8879,29.27,6,4,6.08,NE,1704815122
403,rafah,31.287,34.2595,17.73,46,0,2.5,PS,1704815122
404,okha,53.5739,142.9478,-30.27,99,27,3.1,RU,1704815122
405,amarante do maranhao,-5.5667,-46.7422,32.86,49,56,2.71,BR,1704815123
406,tukrah,32.5341,20.5791,15.44,73,85,7.67,LY,1704815123
407,ephraim,39.3597,-111.5863,-8.19,75,98,0.31,US,1704815123
408,aykhal,66.0,111.5,-32.22,100,94,2.15,RU,1704815124
409,marion,39.7684,-86.1555,5.16,95,100,7.2,US,1704814800
410,erdenet,49.0333,104.0833,-15.54,85,60,2.32,MN,1704815124
411,ampanihy,-24.7,44.75,27.89,68,91,4.49,MG,1704815125
412,chokwe,-24.5333,32.9833,29.01,54,5,6.07,MZ,1704815125
413,camana,-16.6228,-72.7111,24.08,76,100,4.48,PE,1704815125
414,dzhangala,49.2167,50.3333,-10.14,93,100,6.03,KZ,1704815125
415,hiratacho,35.4333,132.8167,5.01,79,81,3.13,JP,1704815126
416,balkh,36.75,67.0,10.63,57,100,1.83,AF,1704815126
417,kidal,18.4411,1.4078,30.63,7,21,3.57,ML,1704815126
418,obligado,-27.0333,-55.6333,30.32,45,45,1.9,PY,1704815127
419,nizhnyaya poyma,56.1622,97.1933,-10.14,77,89,7.11,RU,1704815127
420,tiangua,-3.7322,-40.9917,30.56,38,34,3.17,BR,1704815127
421,road town,18.4167,-64.6167,28.05,69,75,5.66,VG,1704815128
422,quellon,-43.1167,-73.6167,12.85,60,60,5.5,CL,1704815132
423,harper,4.375,-7.7169,28.46,71,85,3.21,LR,1704815132
424,sovetskaya gavan',48.9723,140.2878,-18.83,78,98,2.7,RU,1704815133
425,mersa matruh,31.3525,27.2453,18.11,32,0,7.72,EG,1704815133
426,jayapura,-2.5333,140.7,25.66,89,94,0.85,ID,1704815133
427,cambria,35.5641,-121.0808,8.68,81,37,1.34,US,1704815133
428,oppdal,62.5943,9.6912,-3.15,96,94,2.62,NO,1704815134
429,saint-philippe,-21.3585,55.7679,26.77,85,66,6.18,RE,1704815134
430,ulsteinvik,62.3432,5.8487,5.42,87,95,0.45,NO,1704815135
431,juneau,58.3019,-134.4197,-5.88,86,20,0.0,US,1704815135
432,cidreira,-30.1811,-50.2056,25.68,75,29,4.81,BR,1704815135
433,san jose del guaviare,2.5729,-72.6459,32.14,37,51,3.25,CO,1704815135
434,al hazm,16.1641,44.7769,17.25,20,1,3.41,YE,1704815136
435,keetmanshoop,-26.5833,18.1333,35.92,12,63,6.54,NA,1704815136
436,letlhakeng,-24.0944,25.0298,28.38,43,100,3.38,BW,1704815136
437,minas de marcona,-15.2119,-75.1103,22.9,61,97,6.04,PE,1704815137
438,corner brook,48.9667,-57.9484,-4.91,70,17,6.23,CA,1704814938
439,el calafate,-50.3408,-72.2768,9.88,45,28,9.19,AR,1704815137
440,orsa,54.5153,30.4053,-4.78,93,92,7.08,BY,1704815137
441,wenatchee,47.4235,-120.3103,4.21,89,0,4.63,US,1704815138
442,aver-o-mar,41.4078,-8.7812,9.62,93,75,4.12,PT,1704815138
443,mandla,22.6,80.3833,20.32,48,4,0.85,IN,1704815138
444,rio tuba,8.5061,117.4317,27.47,78,75,3.39,PH,1704815139
445,chillicothe,39.3331,-82.9824,7.77,99,100,4.02,US,1704815139
446,prachuap khiri khan,12.2167,99.75,20.46,84,2,1.67,TH,1704815139
447,saryozek,44.3583,77.9753,2.92,57,100,3.28,KZ,1704815140
448,urubamba,-13.3047,-72.1158,21.5,29,88,1.07,PE,1704815140
449,masterton,-40.9597,175.6575,12.71,94,94,0.35,NZ,1704815140
450,trujillo,-8.116,-79.03,22.98,83,63,4.63,PE,1704814691
451,sept-iles,50.2001,-66.3821,-12.19,58,20,7.2,CA,1704815141
452,happy valley-goose bay,53.3168,-60.3315,-13.83,51,20,5.66,CA,1704815117
453,mariental,-24.6333,17.9667,36.55,9,23,6.96,NA,1704815142
454,taoudenni,22.6783,-3.9836,27.99,14,97,2.78,ML,1704815142
455,gisborne,-38.6533,178.0042,15.9,90,42,1.81,NZ,1704815142
456,enewetak,11.3474,162.3373,27.36,79,82,9.82,MH,1704815143
457,san luis de la loma,17.2706,-100.8939,27.21,57,97,1.01,MX,1704815143
458,wanlaweyn,2.6185,44.8938,29.63,28,8,4.87,SO,1704815144
459,puerto palomas,31.7667,-107.6167,0.4,43,0,5.29,MX,1704815144
460,bhum,18.4667,75.6667,24.16,45,95,4.67,IN,1704815144
461,sibiti,-3.6819,13.3499,26.19,76,100,1.54,CG,1704815144
462,vikindu,-7.0067,39.2985,27.8,83,40,2.06,TZ,1704815145
463,upington,-28.4478,21.2561,23.21,73,40,4.63,ZA,1704814917
464,puerto madryn,-42.7692,-65.0385,22.22,22,1,11.63,AR,1704815145
465,kapuskasing,49.4169,-82.4331,-13.0,78,100,3.09,CA,1704815146
466,namibe,-15.1961,12.1522,24.75,75,89,4.57,AO,1704815146
467,aitape,-3.1374,142.3475,25.2,89,90,1.47,PG,1704815146
468,latnaya,51.6586,38.9011,-13.06,94,16,3.55,RU,1704815147
469,murzuq,25.9155,13.9184,15.36,17,0,4.23,LY,1704815147
470,mossel bay,-34.1831,22.146,21.96,87,100,6.64,ZA,1704815147
471,farmersville,36.2977,-119.2068,6.72,100,0,1.54,US,1704815148
472,kargat,55.1956,80.2811,-22.65,96,94,5.46,RU,1704815148
473,albu kamal,34.45,40.9186,17.17,55,2,5.28,SY,1704815148
474,kirkland lake,48.1446,-80.0377,-11.84,85,100,2.57,CA,1704815149
475,hammerfest,70.6634,23.6821,2.25,87,75,3.09,NO,1704815149
476,kupang,-10.1667,123.5833,26.32,100,100,1.03,ID,1704815149
477,paducah,37.0834,-88.6001,8.49,96,100,5.66,US,1704815149
478,nova xavantina,-14.6667,-52.35,30.4,56,99,3.78,BR,1704815150
479,arvayheer,46.2639,102.775,-10.7,67,73,1.72,MN,1704815150
480,mana,5.6592,-53.7767,28.77,71,99,5.04,GF,1704815151
481,oroqen zizhiqi,50.5667,123.7167,-22.1,95,98,0.92,CN,1704815151
482,lycksele,64.5954,18.6735,5.93,75,100,6.69,SE,1704815151
483,strelka,58.0728,93.0344,-16.87,91,100,5.68,RU,1704815151
484,takoradi,4.8845,-1.7554,29.47,65,17,4.5,GH,1704815152
485,khamis mushait,18.3064,42.7292,17.34,31,0,3.6,SA,1704815152
486,santa ana,33.7456,-117.8678,13.39,42,0,2.57,US,1704815152
487,smara,26.7384,-11.6719,25.1,15,100,1.37,EH,1704815153
488,petropavlovsk-kamchatsky,53.0452,158.6483,-17.53,77,75,5.0,RU,1704815153
489,okahandja,-21.9833,16.9167,32.64,15,66,6.96,NA,1704815154
490,jardim,-21.4803,-56.1381,39.17,29,0,3.67,BR,1704815111
491,bandarbeyla,9.4942,50.8122,24.7,75,8,11.33,SO,1704815154
492,couzeix,45.8705,1.2383,-1.74,74,100,2.06,FR,1704815154
493,labuan,5.2767,115.2417,28.2,88,20,2.24,MY,1704815155
494,elliot lake,46.3834,-82.6331,-3.91,89,100,5.55,CA,1704815155
495,bang saphan,11.2126,99.5117,22.85,92,1,1.54,TH,1704815155
496,santiago de cao,-7.9589,-79.2392,23.07,83,93,4.63,PE,1704815156
497,maicao,11.3832,-72.2432,30.71,53,89,8.53,CO,1704815156
498,urengoy,65.9667,78.3667,-19.64,96,100,5.71,RU,1704815156
499,susuman,62.7833,148.1667,-38.9,99,99,0.45,RU,1704815156
500,iskateley,67.6803,53.1512,-21.1,100,100,2.24,RU,1704815157
501,pariaman,-0.619,100.12,26.03,89,100,1.28,ID,1704815157
502,antalaha,-14.9003,50.2788,26.47,89,98,4.51,MG,1704815157
503,turan,16.0678,108.2208,21.99,94,20,0.0,VN,1704815158
504,barreirinhas,-2.7469,-42.8264,31.76,52,94,5.82,BR,1704815158
505,yelandur,12.0667,77.0333,22.07,80,100,2.0,IN,1704815158
506,samfya,-11.3649,29.5565,21.44,88,99,0.89,ZM,1704815159
507,kathua,32.3667,75.5167,10.78,34,0,1.95,IN,1704815159
508,ateli mandi,28.1,76.2833,10.28,41,0,2.24,IN,1704815159
509,lakshmipur,22.95,90.8333,18.65,56,1,3.17,BD,1704815159
510,swan hill,-35.3378,143.5544,23.38,63,0,1.14,AU,1704814947
511,hasaki,35.7333,140.8333,-2.78,45,0,2.95,JP,1704815160
512,al jawf,29.5,38.75,20.03,27,53,5.52,SA,1704815160
513,moscow,55.7522,37.6156,-7.57,95,100,5.36,RU,1704814908
514,hinton,53.4001,-117.5857,-13.65,97,100,1.28,CA,1704815161
515,lauro de freitas,-12.8944,-38.3272,29.01,74,40,4.12,BR,1704815161
516,lakki,32.6079,70.9114,14.24,31,2,0.85,PK,1704815161
517,waimea,20.0231,-155.6717,19.14,91,27,3.01,US,1704815162
518,beaufort west,-32.3567,22.583,30.47,22,96,5.09,ZA,1704815162
519,tobruk,32.0836,23.9764,17.37,48,4,8.96,LY,1704815162
520,lospalos,-8.5186,127.0025,22.57,92,100,1.63,TL,1704815163
521,champerico,14.3,-91.9167,28.3,55,2,2.69,GT,1704815163
522,el bauga,18.262,33.9081,28.22,29,31,3.71,SD,1704815163
523,sretensk,52.2453,117.7093,-25.73,100,100,0.38,RU,1704815164
524,ola,59.5833,151.2833,-21.88,89,100,2.52,RU,1704815165
525,onguday,50.75,86.15,-12.35,78,100,1.34,RU,1704815165
526,ancud,-41.8697,-73.8203,14.64,65,34,3.56,CL,1704815166
527,svyetlahorsk,52.6329,29.7389,-9.48,95,79,4.64,BY,1704815166
528,columbia falls,48.3725,-114.1815,0.53,90,100,6.69,US,1704815166
529,mbandaka,0.0487,18.2603,31.18,44,100,0.37,CD,1704815167
530,grand rapids,42.9634,-85.6681,1.23,95,100,8.23,US,1704815063
531,soure,-0.7167,-48.5233,29.0,69,99,5.69,BR,1704815167
532,cotija de la paz,19.8167,-102.6833,16.34,66,90,0.9,MX,1704815167
533,dazhou,31.2159,107.5009,11.78,71,0,1.86,CN,1704815168
534,alta,69.9689,23.2717,-0.41,93,75,3.6,NO,1704815168
535,ghanzi,-21.5667,21.7833,30.0,39,99,1.56,BW,1704815168
536,falun,60.6036,15.626,3.3,90,60,4.15,SE,1704815169
537,yuzhno-kurilsk,44.0306,145.8556,-0.9,77,63,4.86,RU,1704815169
538,flushing,51.4425,3.5736,0.54,54,0,9.26,NL,1704815156
539,bataipora,-22.2953,-53.2711,40.48,22,0,3.21,BR,1704815170
540,petrozavodsk,61.7849,34.3469,-10.29,92,99,1.0,RU,1704815132
541,key west,24.5557,-81.7826,25.56,83,0,10.8,US,1704815171
542,castanos,26.7833,-101.4167,11.3,17,20,0.0,MX,1704815171
543,mountain home,43.133,-115.6912,0.79,91,100,9.77,US,1704815172
544,menaka,15.9182,2.4022,32.88,7,38,4.55,ML,1704815172
545,zaranj,30.9667,61.8833,10.98,18,0,2.22,AF,1704815172
546,freetown,8.484,-13.2299,29.84,74,40,3.09,SL,1704815173
547,den burg,53.0542,4.7972,-0.01,64,0,8.75,NL,1704815173
548,al hawatah,13.4167,34.6333,32.05,21,3,3.36,SD,1704815173
549,nelson bay,-32.7167,152.15,23.33,94,96,1.34,AU,1704815173
550,westport,41.1415,-73.3579,6.68,82,75,2.57,US,1704815174
551,brajarajnagar,21.8167,83.9167,20.05,88,1,1.54,IN,1704815174
552,kununurra,-15.7667,128.7333,26.99,89,100,1.54,AU,1704815175
553,mozhaysk,55.5019,36.0272,-6.87,94,100,6.52,RU,1704815175
554,santa cruz do rio pardo,-22.8989,-49.6325,40.07,23,11,1.21,BR,1704815176
555,vushtrri,42.8231,20.9675,-1.67,85,72,3.2,XK,1704815176
556,ratnagiri,16.9833,73.3,26.99,70,67,2.29,IN,1704815176
557,karbala,32.616,44.0249,18.57,23,100,8.52,IQ,1704815177
558,christchurch,-43.5333,172.6333,17.73,79,92,6.69,NZ,1704814852
559,kasongo,-4.45,26.6667,22.98,91,89,1.38,CD,1704815177
560,mahanoro,-19.9,48.8,25.68,87,84,3.63,MG,1704815178
561,arhribs,36.7936,4.3116,11.15,54,43,1.84,DZ,1704815178
562,nyurba,63.2842,118.3319,-34.35,99,97,1.93,RU,1704815178
563,port saint john's,-31.6229,29.5448,23.39,83,81,3.95,ZA,1704815178
564,sinazongwe,-17.2614,27.4618,27.3,73,81,3.92,ZM,1704815179
565,floresville,29.1336,-98.1561,12.03,34,0,9.25,US,1704815179
566,bashmakovo,53.2133,43.0342,-15.63,98,100,4.1,RU,1704815179
567,kangding,30.0513,101.9603,0.05,76,40,1.31,CN,1704815180
568,ondjiva,-17.0667,15.7333,23.77,70,98,2.58,AO,1704815180
569,m'sila,35.7058,4.5419,10.96,36,78,2.41,DZ,1704815180
570,carnarvon,-24.8667,113.6333,23.46,73,0,9.34,AU,1704815180
571,brokopondo,4.75,-55.1667,29.08,66,98,1.44,SR,1704815181
572,notodden,59.5594,9.2585,-10.72,85,0,0.51,NO,1704815181
573,natal,-5.795,-35.2094,32.36,62,20,5.14,BR,1704815016
574,gorom-gorom,14.4439,-0.2361,33.94,7,10,4.57,BF,1704815182
